graph;K;solution;size;gap;runtime(s);optimal?
w_lit_graph_200_50_1.txt;0.5;[13, 63, 107, 158, 171, 194];6;0.0;131.15;True
w_lit_graph_200_50_1.txt;0.75;[12, 15, 19, 86, 131, 143, 169];7;0.0;784.5;True
w_lit_graph_200_50_1.txt;1;[11, 32, 63, 70, 134, 136, 147, 155];8;0.125;900.0;False
w_lit_graph_200_40_2.txt;0.1;[0, 114, 155, 181, 187];5;0.0;7.79;True
w_lit_graph_200_40_2.txt;0.25;[7, 39, 49, 108, 172, 198];6;0.0;79.61;True
w_lit_graph_200_40_2.txt;0.5;[7, 49, 68, 82, 108, 114, 198];7;0.0;202.48;True
w_lit_graph_200_40_2.txt;0.75;[19, 44, 49, 54, 68, 77, 168, 198];8;0.0;564.18;True
w_lit_graph_200_40_2.txt;1;[8, 39, 82, 95, 98, 131, 172, 187, 188];9;0.1111111111111111;900.02;False
w_lit_graph_200_40_4.txt;0.1;[126, 133, 144, 147, 198];5;0.0;8.3;True
w_lit_graph_200_40_4.txt;0.25;[15, 38, 147, 150, 156, 179];6;0.0;78.04;True
w_lit_graph_200_40_4.txt;0.5;[18, 38, 45, 147, 152, 156, 175];7;0.0;186.33;True
w_lit_graph_200_40_4.txt;0.75;[6, 32, 38, 45, 67, 79, 101, 108, 179];9;0.2222222222222222;900.01;False
w_lit_graph_200_40_4.txt;1;[6, 7, 32, 38, 67, 71, 92, 135, 179, 198];10;0.2;900.01;False
w_lit_graph_100_20_3.txt;0.1;[6, 44, 55, 67, 72, 79, 95];7;0.0;0.37;True
w_lit_graph_100_20_3.txt;0.25;[1, 2, 22, 37, 42, 44, 48, 50, 87];9;0.0;0.86;True
w_lit_graph_100_20_3.txt;0.5;[7, 8, 10, 22, 44, 48, 60, 62, 67, 89];10;0.0;1.49;True
w_lit_graph_100_20_3.txt;0.75;[1, 4, 22, 34, 35, 44, 55, 62, 71, 79, 83, 89];12;0.0;4.77;True
w_lit_graph_100_20_3.txt;1;[4, 34, 35, 44, 47, 55, 62, 71, 78, 79, 80, 83, 89, 90];14;0.0;52.13;True
w_lit_graph_400_40_1.txt;0.1;[0, 58, 132, 164, 229, 322];6;0.16666666666666666;900.01;False
w_lit_graph_400_40_1.txt;0.25;[0, 37, 49, 206, 242, 334, 378];7;0.2857142857142857;900.01;False
w_lit_graph_400_40_1.txt;0.5;[2, 49, 217, 229, 257, 298, 334, 384];8;0.375;900.0;False
